division,HomeTeam,avg_HG,home_as,home_ds
G1,AEK,1.24545454545455,1.51,0.89
E2,"AFC Wimbledon",1.3625,1.14,1.53
N1,"AZ Alkmaar",1.63888888888889,1.39,0.82
SC0,Aberdeen,1.25190839694657,1.26,0.95
E2,Accrington,1.3625,0.83,0.57
SC2,"Airdrie Utd",1.28,1.25,0.73
F2,Ajaccio,1.28042328042328,0.69,0.94
N1,Ajax,1.63888888888889,2.06,0.63
T1,Alanyaspor,1.53888888888889,1.37,0.47
SP1,Alaves,1.31073446327684,0.59,0.91
SP2,Albacete,1.14912280701754,0.78,1.46
SC3,"Albion Rvs",1.46666666666667,0.68,1.16
SP2,Alcorcon,1.14912280701754,0.61,1.22
EC,Aldershot,1.47058823529412,0.87,1.1
SC1,Alloa,1.90196078431373,0.79,2.0
SP2,Almeria,1.14912280701754,1.31,0.73
EC,Altrincham,1.47058823529412,,
F2,Amiens,1.28042328042328,0.52,0.52
B1,Anderlecht,1.57777777777778,0.95,0.43
F1,Angers,1.43617021276596,0.7,1.0
T1,Ankaragucu,1.53888888888889,0.94,1.21
SC3,"Annan Athletic",1.46666666666667,0.68,1.65
T1,Antalyaspor,1.53888888888889,0.79,1.12
B1,Antwerp,1.57777777777778,1.08,0.92
G1,Apollon,1.24545454545455,1.03,1.77
SC1,Arbroath,1.90196078431373,0.32,0.6
G1,Aris,1.24545454545455,1.1,0.67
E0,Arsenal,1.36470588235294,0.73,0.88
I2,Ascoli,1.31736526946108,0.66,1.21
G1,"Asteras Tripolis",1.24545454545455,0.69,0.89
E0,"Aston Villa",1.36470588235294,1.57,1.13
I1,Atalanta,1.60355029585799,1.71,0.82
SP1,"Ath Bilbao",1.31073446327684,1.1,0.81
SP1,"Ath Madrid",1.31073446327684,1.78,0.2
G1,Atromitos,1.24545454545455,1.07,1.08
D1,Augsburg,1.63703703703704,0.69,1.24
F2,Auxerre,1.28042328042328,1.8,0.84
SC1,Ayr,1.90196078431373,0.53,0.3
SP1,Barcelona,1.31073446327684,1.78,1.01
EC,Barnet,1.47058823529412,0.34,1.45
E1,Barnsley,1.19188191881919,1.07,0.98
E3,Barrow,1.36964980544747,1.19,1.21
D1,"Bayern Munich",1.63703703703704,2.44,0.95
B1,"Beerschot VA",1.57777777777778,,
P1,Belenenses,1.28448275862069,0.56,1.0
I1,Benevento,1.60355029585799,0.62,1.31
P1,Benfica,1.28448275862069,1.67,0.87
T1,Besiktas,1.53888888888889,1.71,0.42
SP1,Betis,1.31073446327684,0.95,1.25
D1,Bielefeld,1.63703703703704,0.46,0.91
E1,Birmingham,1.19188191881919,0.56,1.71
E1,Blackburn,1.19188191881919,1.37,1.07
E2,Blackpool,1.3625,0.9,0.85
P1,Boavista,1.28448275862069,0.65,1.6
D2,Bochum,1.61481481481482,1.32,0.47
I1,Bologna,1.60355029585799,1.25,1.39
E3,Bolton,1.36964980544747,0.73,1.21
F1,Bordeaux,1.43617021276596,0.7,0.6
EC,"Boreham Wood",1.47058823529412,0.54,0.62
E1,Bournemouth,1.19188191881919,1.6,0.8
E3,Bradford,1.36964980544747,0.66,0.83
D2,Braunschweig,1.61481481481482,,
SC3,Brechin,1.46666666666667,0.34,2.32
E1,Brentford,1.19188191881919,1.37,0.98
I2,Brescia,1.31736526946108,1.35,1.46
F1,Brest,1.43617021276596,1.47,1.17
E0,Brighton,1.36470588235294,0.81,1.2
E1,"Bristol City",1.19188191881919,0.76,0.89
E2,"Bristol Rvs",1.3625,0.82,1.27
EC,Bromley,1.47058823529412,1.02,1.26
E0,Burnley,1.36470588235294,0.46,0.72
E2,Burton,1.3625,1.13,1.88
T1,Buyuksehyr,1.53888888888889,1.14,1.16
SP1,Cadiz,1.31073446327684,0.59,1.11
F2,Caen,1.28042328042328,0.78,0.84
I1,Cagliari,1.60355029585799,0.94,1.31
E3,Cambridge,1.36964980544747,1.16,0.76
E1,Cardiff,1.19188191881919,1.37,1.25
E3,Carlisle,1.36964980544747,1.68,0.91
SP2,Cartagena,1.14912280701754,,
SP2,Castellon,1.14912280701754,,
SP1,Celta,1.31073446327684,1.19,1.61
SC0,Celtic,1.25190839694657,1.84,0.57
B1,"Cercle Brugge",1.57777777777778,1.08,1.49
F2,Chambly,1.28042328042328,,
B1,Charleroi,1.57777777777778,0.77,0.47
E2,Charlton,1.3625,1.32,1.22
F2,Chateauroux,1.28042328042328,0.62,1.5
E0,Chelsea,1.36470588235294,1.55,0.88
E3,Cheltenham,1.36964980544747,1.13,0.91
EC,Chesterfield,1.47058823529412,1.36,0.87
I2,Chievo,1.31736526946108,1.08,0.75
I2,Cittadella,1.31736526946108,1.52,0.66
F2,Clermont,1.28042328042328,1.3,0.52
B1,"Club Brugge",1.57777777777778,1.01,0.5
SC2,Clyde,1.28,0.94,2.0
E3,Colchester,1.36964980544747,1.24,0.83
I2,Cosenza,1.31736526946108,0.34,0.88
SC2,"Cove Rangers",1.28,,
E1,Coventry,1.19188191881919,0.92,1.16
SC3,Cowdenbeath,1.46666666666667,0.51,1.16
E3,"Crawley Town",1.36964980544747,1.39,0.91
I2,Cremonese,1.31736526946108,0.67,1.27
E2,Crewe,1.3625,1.13,0.69
I1,Crotone,1.60355029585799,0.7,1.31
E0,"Crystal Palace",1.36470588235294,0.9,1.2
EC,"Dag and Red",1.47058823529412,0.27,0.46
D2,Darmstadt,1.61481481481482,0.88,1.08
N1,"Den Haag",1.63888888888889,0.61,1.59
T1,Denizlispor,1.53888888888889,,
E1,Derby,1.19188191881919,0.38,1.25
F1,Dijon,1.43617021276596,0.21,0.75
E2,Doncaster,1.3625,1.39,0.84
D1,Dortmund,1.63703703703704,1.4,0.95
EC,"Dover Athletic",1.47058823529412,0.58,1.66
SC2,Dumbarton,1.28,0.52,0.91
SC1,Dundee,1.90196078431373,1.05,0.75
SC0,"Dundee United",1.25190839694657,0.93,0.88
SC1,Dunfermline,1.90196078431373,1.05,0.9
F2,Dunkerque,1.28042328042328,,
SC2,"East Fife",1.28,1.56,0.73
EC,Eastleigh,1.47058823529412,0.79,0.64
SC3,"Edinburgh City",1.46666666666667,1.09,0.93
SP1,Eibar,1.31073446327684,0.34,0.81
D1,"Ein Frankfurt",1.63703703703704,0.96,0.85
SP1,Elche,1.31073446327684,0.68,1.31
SC3,Elgin,1.46666666666667,1.5,0.4
I2,Empoli,1.31736526946108,1.14,0.55
D2,"Erzgebirge Aue",1.61481481481482,1.24,0.76
T1,"Erzurum BB",1.53888888888889,0.51,1.31
SP2,Espanol,1.14912280701754,1.5,0.44
B1,Eupen,1.57777777777778,0.85,1.42
E0,Everton,1.36470588235294,1.37,1.08
E3,Exeter,1.36964980544747,1.53,0.83
N1,"FC Emmen",1.63888888888889,0.92,1.9
D1,"FC Koln",1.63703703703704,0.61,1.49
SC2,Falkirk,1.28,0.78,0.45
P1,Famalicao,1.28448275862069,,
P1,Farense,1.28448275862069,,
T1,Fenerbahce,1.53888888888889,1.14,1.37
N1,Feyenoord,1.63888888888889,0.99,0.4
I1,Fiorentina,1.60355029585799,0.62,0.58
E2,"Fleetwood Town",1.3625,1.17,0.54
N1,"For Sittard",1.63888888888889,0.99,1.43
E3,"Forest Green",1.36964980544747,0.95,0.75
SC2,Forfar,1.28,0.47,1.64
D2,"Fortuna Dusseldorf",1.61481481481482,1.15,0.54
D1,Freiburg,1.63703703703704,1.37,0.99
I2,Frosinone,1.31736526946108,0.59,0.88
SP2,Fuenlabrada,1.14912280701754,,
E0,Fulham,1.36470588235294,0.55,1.08
T1,Galatasaray,1.53888888888889,1.3,0.47
T1,Gaziantep,1.53888888888889,,
T1,Genclerbirligi,1.53888888888889,,
B1,Genk,1.57777777777778,1.52,0.78
I1,Genoa,1.60355029585799,0.9,1.16
B1,Gent,1.57777777777778,1.13,1.03
SP1,Getafe,1.31073446327684,0.68,0.81
G1,Giannina,1.24545454545455,0.7,1.0
P1,"Gil Vicente",1.28448275862069,,
E2,Gillingham,1.3625,0.67,0.97
SP2,Girona,1.14912280701754,0.61,0.61
T1,Goztep,1.53888888888889,1.08,1.03
SP1,Granada,1.31073446327684,1.22,1.18
F2,Grenoble,1.28042328042328,1.74,0.62
D2,"Greuther Furth",1.61481481481482,0.88,1.08
E3,Grimsby,1.36964980544747,0.53,1.36
N1,Groningen,1.63888888888889,0.61,0.48
P1,Guimaraes,1.28448275862069,0.52,1.31
F2,Guingamp,1.28042328042328,0.87,1.14
EC,Halifax,1.47058823529412,1.36,0.97
D2,Hamburg,1.61481481481482,1.39,0.85
SC0,Hamilton,1.25190839694657,0.65,1.48
D2,Hannover,1.61481481481482,1.33,0.43
E3,Harrogate,1.36964980544747,0.57,1.2
EC,Hartlepool,1.47058823529412,1.09,0.93
T1,Hatayspor,1.53888888888889,,
SC1,Hearts,1.90196078431373,2.19,1.0
N1,Heerenveen,1.63888888888889,0.92,0.87
D2,Heidenheim,1.61481481481482,1.01,0.38
N1,Heracles,1.63888888888889,0.99,0.71
D1,Hertha,1.63703703703704,0.87,1.13
SC0,Hibernian,1.25190839694657,0.94,1.18
D1,Hoffenheim,1.63703703703704,1.05,1.23
D2,"Holstein Kiel",1.61481481481482,0.93,0.95
E1,Huddersfield,1.19188191881919,1.19,0.9
SP1,Huesca,1.31073446327684,0.42,1.01
E2,Hull,1.3625,0.82,0.51
I1,Inter,1.60355029585799,1.79,1.06
SC1,"Inverness C",1.90196078431373,0.95,0.75
E2,Ipswich,1.3625,0.93,0.83
I1,Juventus,1.60355029585799,1.32,0.58
T1,Karagumruk,1.53888888888889,,
D2,Karlsruhe,1.61481481481482,,
T1,Kasimpasa,1.53888888888889,0.81,1.16
T1,Kayserispor,1.53888888888889,0.36,1.03
SC0,Kilmarnock,1.25190839694657,1.09,0.89
EC,"Kings Lynn",1.47058823529412,,
T1,Konyaspor,1.53888888888889,1.22,1.05
B1,Kortrijk,1.57777777777778,1.09,1.29
G1,Lamia,1.24545454545455,0.54,1.68
G1,Larisa,1.24545454545455,0.34,1.14
SP2,"Las Palmas",1.14912280701754,1.31,1.34
I1,Lazio,1.60355029585799,0.86,1.06
F2,"Le Havre",1.28042328042328,0.52,0.83
I2,Lecce,1.31736526946108,1.52,1.17
E0,Leeds,1.36470588235294,1.19,1.17
SP2,Leganes,1.14912280701754,1.04,0.49
E0,Leicester,1.36470588235294,1.01,1.08
F1,Lens,1.43617021276596,1.16,1.17
SP1,Levante,1.31073446327684,1.34,1.13
D1,Leverkusen,1.63703703703704,1.22,0.85
E3,"Leyton Orient",1.36964980544747,1.26,0.83
F1,Lille,1.43617021276596,1.25,0.45
E2,Lincoln,1.3625,1.13,0.9
E0,Liverpool,1.36470588235294,1.92,0.72
SC0,Livingston,1.25190839694657,0.88,1.06
SP2,Logrones,1.14912280701754,,
F1,Lorient,1.43617021276596,0.85,1.42
SP2,Lugo,1.14912280701754,0.78,0.61
E1,Luton,1.19188191881919,1.05,1.06
F1,Lyon,1.43617021276596,1.7,0.67
EC,Maidenhead,1.47058823529412,1.47,1.42
D1,Mainz,1.63703703703704,0.46,1.24
SP2,Malaga,1.14912280701754,0.7,1.34
SP2,Mallorca,1.14912280701754,1.42,0.78
E0,"Man City",1.36470588235294,1.37,0.63
E0,"Man United",1.36470588235294,0.98,1.04
E3,Mansfield,1.36964980544747,0.97,1.18
P1,Maritimo,1.28448275862069,0.65,0.73
F1,Marseille,1.43617021276596,1.22,0.85
B1,Mechelen,1.57777777777778,,
F1,Metz,1.43617021276596,0.84,0.75
D1,Mgladbach,1.63703703703704,0.99,0.74
E1,Middlesbrough,1.19188191881919,1.26,0.39
I1,Milan,1.60355029585799,1.39,0.87
E1,Millwall,1.19188191881919,0.69,1.07
E2,"Milton Keynes Dons",1.3625,1.03,0.84
SP2,Mirandes,1.14912280701754,,
F1,Monaco,1.43617021276596,1.6,0.98
F1,Montpellier,1.43617021276596,1.18,1.5
SC2,Montrose,1.28,1.25,1.09
I2,Monza,1.31736526946108,,
E3,Morecambe,1.36964980544747,0.95,1.08
P1,Moreirense,1.28448275862069,1.0,0.75
SC1,Morton,1.90196078431373,0.79,0.75
SC0,Motherwell,1.25190839694657,0.65,1.41
B1,Mouscron,1.57777777777778,0.63,0.87
P1,Nacional,1.28448275862069,1.0,1.25
F2,Nancy,1.28042328042328,1.39,1.87
F1,Nantes,1.43617021276596,0.77,1.17
I1,Napoli,1.60355029585799,1.48,0.82
E0,Newcastle,1.36470588235294,0.81,1.2
E3,"Newport County",1.36964980544747,1.22,0.92
F1,Nice,1.43617021276596,0.77,1.5
F1,Nimes,1.43617021276596,0.63,1.73
F2,Niort,1.28042328042328,0.95,0.73
E2,Northampton,1.3625,0.49,1.08
E1,Norwich,1.19188191881919,1.05,0.65
E1,"Nottm Forest",1.19188191881919,0.76,0.98
EC,"Notts County",1.47058823529412,1.19,0.77
D2,Nurnberg,1.61481481481482,0.85,0.95
G1,"OFI Crete",1.24545454545455,0.9,1.44
E3,Oldham,1.36964980544747,0.97,1.59
G1,Olympiakos,1.24545454545455,2.41,0.22
B1,Oostende,1.57777777777778,1.27,0.92
SP1,Osasuna,1.31073446327684,0.68,1.31
D2,Osnabruck,1.61481481481482,,
B1,"Oud-Heverlee Leuven",1.57777777777778,,
SP2,Oviedo,1.14912280701754,1.27,1.44
E2,Oxford,1.3625,1.14,0.85
G1,PAOK,1.24545454545455,1.51,0.55
N1,"PSV Eindhoven",1.63888888888889,1.45,0.48
P1,"Pacos Ferreira",1.28448275862069,,
D2,Paderborn,1.61481481481482,1.15,1.08
G1,Panathinaikos,1.24545454545455,0.8,0.44
G1,Panetolikos,1.24545454545455,0.7,1.33
F2,"Paris FC",1.28042328042328,1.02,0.94
F1,"Paris SG",1.43617021276596,1.74,0.38
I1,Parma,1.60355029585799,0.21,0.94
SC2,Partick,1.28,0.94,0.73
F2,"Pau FC",1.28042328042328,,
I2,Pescara,1.31736526946108,0.84,1.27
E2,Peterboro,1.3625,1.83,0.76
SC2,Peterhead,1.28,0.62,0.91
I2,Pisa,1.31736526946108,,
E2,Plymouth,1.3625,1.16,1.02
SP2,Ponferradina,1.14912280701754,,
I2,Pordenone,1.31736526946108,,
E3,"Port Vale",1.36964980544747,0.91,0.97
P1,Portimonense,1.28448275862069,0.65,0.73
P1,Porto,1.28448275862069,2.0,1.0
E2,Portsmouth,1.3625,1.03,0.61
E1,Preston,1.19188191881919,0.7,1.06
E1,QPR,1.19188191881919,0.84,1.16
SC1,"Queen of Sth",1.90196078431373,0.84,1.95
SC3,"Queens Park",1.46666666666667,1.88,0.66
D1,"RB Leipzig",1.63703703703704,1.3,0.5
SC1,"Raith Rvs",1.90196078431373,1.31,0.75
SC0,Rangers,1.25190839694657,2.4,0.07
E1,Reading,1.19188191881919,1.22,1.07
SP1,"Real Madrid",1.31073446327684,1.43,0.57
D2,Regensburg,1.61481481481482,0.85,1.04
I2,Reggiana,1.31736526946108,,
I2,Reggina,1.31736526946108,,
F1,Reims,1.43617021276596,0.7,0.92
F1,Rennes,1.43617021276596,0.97,0.98
P1,"Rio Ave",1.28448275862069,0.78,0.87
T1,Rizespor,1.53888888888889,1.08,1.4
E2,Rochdale,1.3625,0.73,1.38
F2,Rodez,1.28042328042328,,
I1,Roma,1.60355029585799,1.46,0.65
SC0,"Ross County",1.25190839694657,0.44,1.63
E1,Rotherham,1.19188191881919,1.01,1.17
SP2,Sabadell,1.14912280701754,,
I2,Salernitana,1.31736526946108,1.27,0.68
E3,Salford,1.36964980544747,1.19,0.53
I1,Sampdoria,1.60355029585799,1.17,1.06
D2,Sandhausen,1.61481481481482,0.93,1.33
P1,"Santa Clara",1.28448275862069,0.52,1.16
I1,Sassuolo,1.60355029585799,0.94,0.9
D1,"Schalke 04",1.63703703703704,0.53,1.08
E3,Scunthorpe,1.36964980544747,0.66,1.36
SP1,Sevilla,1.31073446327684,1.14,0.79
E0,"Sheffield United",1.36470588235294,0.41,0.96
E1,"Sheffield Weds",1.19188191881919,0.63,0.65
E2,Shrewsbury,1.3625,0.9,1.1
T1,Sivasspor,1.53888888888889,0.58,1.03
F2,Sochaux,1.28042328042328,1.33,1.22
SP1,Sociedad,1.31073446327684,1.02,0.71
EC,Solihull,1.47058823529412,1.26,0.33
E0,Southampton,1.36470588235294,1.14,0.72
E3,Southend,1.36964980544747,0.73,1.21
P1,"Sp Braga",1.28448275862069,1.17,0.44
SP2,"Sp Gijon",1.14912280701754,1.19,0.67
P1,"Sp Lisbon",1.28448275862069,1.82,0.58
I2,Spal,1.31736526946108,1.42,0.66
N1,"Sparta Rotterdam",1.63888888888889,,
I1,Spezia,1.60355029585799,0.69,1.31
F1,"St Etienne",1.43617021276596,0.7,0.92
SC0,"St Johnstone",1.25190839694657,0.29,0.81
SC0,"St Mirren",1.25190839694657,0.64,1.06
D2,"St Pauli",1.61481481481482,0.8,1.52
B1,"St Truiden",1.57777777777778,0.7,0.78
B1,Standard,1.57777777777778,0.86,0.78
SC3,Stenhousemuir,1.46666666666667,1.23,0.93
E3,Stevenage,1.36964980544747,0.73,0.67
SC3,Stirling,1.46666666666667,0.51,0.33
EC,Stockport,1.47058823529412,,
E1,Stoke,1.19188191881919,1.19,1.39
SC3,Stranraer,1.46666666666667,1.25,0.77
F1,Strasbourg,1.43617021276596,0.85,1.17
D1,Stuttgart,1.63703703703704,0.79,1.23
E2,Sunderland,1.3625,0.73,0.84
EC,Sutton,1.47058823529412,1.36,0.68
E1,Swansea,1.19188191881919,1.05,0.41
E2,Swindon,1.3625,0.87,1.25
SP2,Tenerife,1.14912280701754,0.95,0.67
P1,Tondela,1.28448275862069,0.56,0.87
I1,Torino,1.60355029585799,1.01,1.47
EC,Torquay,1.47058823529412,,
E0,Tottenham,1.36470588235294,1.14,0.72
F2,Toulouse,1.28042328042328,1.48,1.22
T1,Trabzonspor,1.53888888888889,0.87,1.31
E3,Tranmere,1.36964980544747,0.89,0.83
F2,Troyes,1.28042328042328,1.3,0.52
N1,Twente,1.63888888888889,,
I1,Udinese,1.60355029585799,0.47,0.9
D1,"Union Berlin",1.63703703703704,1.45,0.91
N1,Utrecht,1.63888888888889,0.92,0.95
N1,"VVV Venlo",1.63888888888889,0.76,2.06
SP1,Valencia,1.31073446327684,1.19,1.31
F2,Valenciennes,1.28042328042328,0.87,1.04
SP1,Valladolid,1.31073446327684,0.76,1.41
SP2,Vallecano,1.14912280701754,1.48,0.61
I2,Venezia,1.31736526946108,0.93,0.78
I1,Verona,1.60355029585799,0.62,0.65
I2,Vicenza,1.31736526946108,,
SP1,Villarreal,1.31073446327684,1.19,0.71
I2,"Virtus Entella",1.31736526946108,,
N1,Vitesse,1.63888888888889,1.14,0.24
G1,"Volos NFC",1.24545454545455,,
N1,Waalwijk,1.63888888888889,,
B1,Waasland-Beveren,1.57777777777778,0.7,1.5
E3,Walsall,1.36964980544747,0.79,0.97
B1,Waregem,1.57777777777778,0.69,1.36
E1,Watford,1.19188191881919,1.53,0.8
EC,Wealdstone,1.47058823529412,,
D1,"Werder Bremen",1.63703703703704,0.52,1.13
E0,"West Brom",1.36470588235294,0.41,1.91
E0,"West Ham",1.36470588235294,1.1,0.9
EC,Weymouth,1.47058823529412,,
E2,Wigan,1.3625,0.88,1.45
N1,"Willem II",1.63888888888889,0.92,1.43
EC,Woking,1.47058823529412,,
D1,Wolfsburg,1.63703703703704,1.05,0.57
E0,Wolves,1.36470588235294,0.81,0.8
EC,Wrexham,1.47058823529412,0.79,0.39
D2,"Wurzburger Kickers",1.61481481481482,,
E1,Wycombe,1.19188191881919,0.56,1.14
T1,"Yeni Malatyaspor",1.53888888888889,0.97,0.84
EC,Yeovil,1.47058823529412,0.85,1.26
SP2,Zaragoza,1.14912280701754,0.95,1.11
N1,Zwolle,1.63888888888889,0.61,0.63
