Arsenal,8,10,7,19,19,38,61,16,2020/2021
"Aston Villa",7,9,7,19,19,38,55,9,2020/2021
Brighton,4,5,14,19,19,38,41,-6,2020/2021
Burnley,4,6,9,19,19,38,39,-22,2020/2021
Chelsea,9,10,10,19,19,38,67,22,2020/2021
"Crystal Palace",6,6,8,19,19,38,44,-25,2020/2021
Everton,6,11,8,19,19,38,59,-1,2020/2021
Fulham,2,3,13,19,19,38,28,-26,2020/2021
Leeds,8,10,5,19,19,38,59,8,2020/2021
Leicester,9,11,6,19,19,38,66,18,2020/2021
Liverpool,10,10,9,19,19,38,69,26,2020/2021
"Man City",13,14,5,19,19,38,86,51,2020/2021
"Man United",9,12,11,19,19,38,74,29,2020/2021
Newcastle,6,6,9,19,19,38,45,-16,2020/2021
"Sheffield United",5,2,2,19,19,38,23,-43,2020/2021
Southampton,8,4,7,19,19,38,43,-21,2020/2021
Tottenham,10,8,8,19,19,38,62,23,2020/2021
"West Brom",3,2,11,19,19,38,26,-41,2020/2021
"West Ham",10,9,8,19,19,38,65,15,2020/2021
Wolves,7,5,9,19,19,38,45,-16,2020/2021
Barnsley,12,11,9,23,23,46,78,8,2020/2021
Birmingham,6,7,13,23,23,46,52,-24,2020/2021
Blackburn,9,6,12,23,23,46,57,11,2020/2021
Bournemouth,13,9,11,23,23,46,77,27,2020/2021
Brentford,12,12,15,23,23,46,87,37,2020/2021
"Bristol City",7,8,6,23,23,46,51,-22,2020/2021
Cardiff,8,10,14,23,23,46,68,17,2020/2021
Coventry,10,4,13,23,23,46,55,-12,2020/2021
Derby,6,5,11,23,23,46,44,-22,2020/2021
Huddersfield,8,4,13,23,23,46,49,-21,2020/2021
Luton,8,9,11,23,23,46,62,-11,2020/2021
Middlesbrough,11,7,10,23,23,46,64,2,2020/2021
Millwall,7,8,17,23,23,46,62,-5,2020/2021
Norwich,14,15,10,23,23,46,97,39,2020/2021
"Nottm Forest",6,6,16,23,23,46,52,-8,2020/2021
Preston,7,11,7,23,23,46,61,-7,2020/2021
QPR,11,8,11,23,23,46,68,2,2020/2021
Reading,12,7,13,23,23,46,70,8,2020/2021
Rotherham,5,6,9,23,23,46,42,-16,2020/2021
"Sheffield Weds",8,4,11,23,23,46,47,-21,2020/2021
Stoke,9,6,15,23,23,46,60,-2,2020/2021
Swansea,12,11,11,23,23,46,80,17,2020/2021
Watford,19,8,10,23,23,46,91,33,2020/2021
Wycombe,7,4,10,23,23,46,43,-30,2020/2021
"AFC Wimbledon",7,5,15,23,23,46,51,-16,2020/2021
Accrington,10,8,13,23,23,46,67,-5,2020/2021
Blackpool,12,11,11,23,23,46,80,23,2020/2021
"Bristol Rvs",7,3,8,23,23,46,38,-30,2020/2021
Burton,7,8,12,23,23,46,57,-12,2020/2021
Charlton,8,12,14,23,23,46,74,14,2020/2021
Crewe,10,8,12,23,23,46,66,-5,2020/2021
Doncaster,11,8,7,23,23,46,64,-4,2020/2021
"Fleetwood Town",9,7,12,23,23,46,60,3,2020/2021
Gillingham,10,9,10,23,23,46,67,3,2020/2021
Hull,14,13,8,23,23,46,89,42,2020/2021
Ipswich,12,7,12,23,23,46,69,0,2020/2021
Lincoln,9,13,11,23,23,46,77,19,2020/2021
"Milton Keynes Dons",10,8,11,23,23,46,65,2,2020/2021
Northampton,8,3,12,23,23,46,45,-26,2020/2021
Oxford,13,9,8,23,23,46,74,21,2020/2021
Peterboro,15,11,9,23,23,46,87,37,2020/2021
Plymouth,11,3,11,23,23,46,53,-27,2020/2021
Portsmouth,9,12,9,23,23,46,72,14,2020/2021
Rochdale,4,7,14,23,23,46,47,-17,2020/2021
Shrewsbury,5,8,15,23,23,46,54,-7,2020/2021
Sunderland,9,11,17,23,23,46,77,28,2020/2021
Swindon,8,5,4,23,23,46,43,-34,2020/2021
Wigan,5,8,9,23,23,46,48,-23,2020/2021
Barrow,7,6,11,23,23,46,50,-6,2020/2021
Bolton,11,12,10,23,23,46,79,9,2020/2021
Bradford,9,7,11,23,23,46,59,-5,2020/2021
Cambridge,12,12,8,23,23,46,80,24,2020/2021
Carlisle,12,6,12,23,23,46,66,9,2020/2021
Cheltenham,13,11,10,23,23,46,82,22,2020/2021
Colchester,10,1,18,23,23,46,51,-17,2020/2021
"Crawley Town",10,6,13,23,23,46,61,-6,2020/2021
Exeter,11,7,16,23,23,46,70,21,2020/2021
"Forest Green",10,10,13,23,23,46,73,8,2020/2021
Grimsby,5,5,13,23,23,46,43,-32,2020/2021
Harrogate,8,8,9,23,23,46,57,-9,2020/2021
"Leyton Orient",9,8,10,23,23,46,61,-2,2020/2021
Mansfield,6,7,19,23,23,46,58,2,2020/2021
Morecambe,13,10,9,23,23,46,78,11,2020/2021
"Newport County",13,7,13,23,23,46,73,15,2020/2021
Oldham,6,9,9,23,23,46,54,-9,2020/2021
"Port Vale",9,8,9,23,23,46,60,0,2020/2021
Salford,11,8,14,23,23,46,71,20,2020/2021
Scunthorpe,7,6,9,23,23,46,48,-23,2020/2021
Southend,5,5,15,23,23,46,45,-29,2020/2021
Stevenage,8,6,18,23,23,46,60,0,2020/2021
Tranmere,11,9,13,23,23,46,73,5,2020/2021
Walsall,7,4,20,23,23,46,53,-8,2020/2021
Aldershot,8,8,7,21,22,43,55,-2,2020/2021
Altrincham,6,7,11,21,22,43,50,-13,2020/2021
Barnet,5,3,7,21,22,43,31,-53,2020/2021
"Boreham Wood",5,8,17,21,22,43,56,4,2020/2021
Bromley,9,11,12,22,21,43,72,13,2020/2021
Chesterfield,10,11,6,21,21,42,69,17,2020/2021
"Dag and Red",9,9,9,21,22,43,63,6,2020/2021
"Dover Athletic",3,0,1,9,6,15,10,-23,2020/2021
Eastleigh,11,7,12,21,22,43,66,8,2020/2021
Halifax,9,10,8,21,21,42,65,9,2020/2021
Hartlepool,14,8,10,21,21,42,76,23,2020/2021
"Kings Lynn",5,3,10,22,21,43,34,-46,2020/2021
Maidenhead,7,8,11,21,21,42,56,2,2020/2021
"Notts County",11,9,10,21,22,43,70,20,2020/2021
Solihull,15,5,7,21,22,43,67,12,2020/2021
Stockport,9,13,14,22,21,43,80,40,2020/2021
Sutton,14,11,9,21,21,42,84,36,2020/2021
Torquay,12,12,11,22,21,43,83,31,2020/2021
Wealdstone,7,3,7,21,21,42,37,-50,2020/2021
Weymouth,7,4,6,21,21,42,39,-26,2020/2021
Woking,5,4,9,21,22,43,36,-23,2020/2021
Wrexham,11,9,11,22,21,43,71,23,2020/2021
Yeovil,11,5,7,22,21,43,55,-8,2020/2021
Alaves,6,3,11,19,19,38,38,-21,2020/2021
"Ath Bilbao",8,3,13,19,19,38,46,4,2020/2021
"Ath Madrid",15,11,8,19,19,38,86,42,2020/2021
Barcelona,11,13,7,19,19,38,79,47,2020/2021
Betis,10,7,10,19,19,38,61,0,2020/2021
Cadiz,5,6,11,19,19,38,44,-22,2020/2021
Celta,9,5,11,19,19,38,53,-2,2020/2021
Eibar,2,4,12,19,19,38,30,-23,2020/2021
Elche,5,3,12,19,19,38,36,-21,2020/2021
Getafe,6,3,11,19,19,38,38,-15,2020/2021
Granada,9,4,7,19,19,38,46,-18,2020/2021
Huesca,5,2,13,19,19,38,34,-19,2020/2021
Levante,5,4,14,19,19,38,41,-11,2020/2021
Osasuna,7,4,11,19,19,38,44,-11,2020/2021
"Real Madrid",13,12,9,19,19,38,84,39,2020/2021
Sevilla,14,10,5,19,19,38,77,20,2020/2021
Sociedad,9,8,11,19,19,38,62,21,2020/2021
Valencia,8,2,13,19,19,38,43,-3,2020/2021
Valladolid,3,2,16,19,19,38,31,-23,2020/2021
Villarreal,8,7,13,19,19,38,58,16,2020/2021
Albacete,5,4,11,21,21,42,38,-23,2020/2021
Alcorcon,9,4,10,21,21,42,49,-7,2020/2021
Almeria,10,11,10,21,21,42,73,21,2020/2021
Cartagena,8,4,13,21,21,42,49,-8,2020/2021
Castellon,9,2,8,21,21,42,41,-19,2020/2021
Espanol,15,9,10,21,21,42,82,43,2020/2021
Fuenlabrada,4,8,18,21,21,42,54,-1,2020/2021
Girona,12,8,11,21,21,42,71,11,2020/2021
"Las Palmas",11,3,14,21,21,42,56,-7,2020/2021
Leganes,15,6,10,21,21,42,73,19,2020/2021
Logrones,7,4,11,21,21,42,44,-25,2020/2021
Lugo,8,3,14,21,21,42,47,-15,2020/2021
Malaga,6,8,11,21,21,42,53,-10,2020/2021
Mallorca,14,10,10,21,21,42,82,26,2020/2021
Mirandes,6,8,12,21,21,42,54,-3,2020/2021
Oviedo,7,4,19,21,21,42,52,-1,2020/2021
Ponferradina,9,6,12,21,21,42,57,-5,2020/2021
Sabadell,5,6,13,21,21,42,46,-8,2020/2021
"Sp Gijon",11,6,14,21,21,42,65,9,2020/2021
Tenerife,9,4,13,21,21,42,52,0,2020/2021
Vallecano,11,8,10,21,21,42,67,12,2020/2021
Zaragoza,9,3,12,21,21,42,48,-9,2020/2021
Augsburg,6,4,6,17,17,34,36,-18,2020/2021
"Bayern Munich",13,11,6,17,17,34,78,55,2020/2021
Bielefeld,6,3,8,17,17,34,35,-26,2020/2021
Dortmund,11,9,4,17,17,34,64,29,2020/2021
"Ein Frankfurt",10,6,12,17,17,34,60,16,2020/2021
"FC Koln",3,5,9,17,17,34,33,-26,2020/2021
Freiburg,7,5,9,17,17,34,45,0,2020/2021
Hertha,5,3,11,17,17,34,35,-11,2020/2021
Hoffenheim,8,3,10,17,17,34,43,-2,2020/2021
Leverkusen,8,6,10,17,17,34,52,14,2020/2021
Mainz,4,6,9,17,17,34,39,-17,2020/2021
Mgladbach,8,5,10,17,17,34,49,8,2020/2021
"RB Leipzig",11,8,8,17,17,34,65,28,2020/2021
"Schalke 04",3,0,7,17,17,34,16,-61,2020/2021
Stuttgart,5,7,9,17,17,34,45,1,2020/2021
"Union Berlin",8,4,14,17,17,34,50,7,2020/2021
"Werder Bremen",3,4,10,17,17,34,31,-21,2020/2021
Wolfsburg,10,7,10,17,17,34,61,24,2020/2021
Bochum,12,9,4,17,17,34,67,27,2020/2021
Braunschweig,6,1,10,17,17,34,31,-29,2020/2021
Darmstadt,7,8,6,17,17,34,51,8,2020/2021
"Erzgebirge Aue",8,4,8,17,17,34,44,-9,2020/2021
"Fortuna Dusseldorf",11,5,8,17,17,34,56,9,2020/2021
"Greuther Furth",9,9,10,17,17,34,64,25,2020/2021
Hamburg,10,6,10,17,17,34,58,27,2020/2021
Hannover,7,5,6,17,17,34,42,2,2020/2021
Heidenheim,10,5,6,17,17,34,51,0,2020/2021
"Holstein Kiel",11,7,8,17,17,34,62,22,2020/2021
Karlsruhe,5,9,10,17,17,34,52,7,2020/2021
Nurnberg,5,6,11,17,17,34,44,-5,2020/2021
Osnabruck,3,6,6,17,17,34,33,-23,2020/2021
Paderborn,8,4,11,17,17,34,47,8,2020/2021
Regensburg,6,3,11,17,17,34,38,-13,2020/2021
Sandhausen,9,1,4,17,17,34,34,-19,2020/2021
"St Pauli",8,5,8,17,17,34,47,-5,2020/2021
"Wurzburger Kickers",3,3,7,17,17,34,25,-32,2020/2021
Atalanta,12,11,9,19,19,38,78,43,2020/2021
Benevento,2,5,12,19,19,38,33,-35,2020/2021
Bologna,7,3,11,19,19,38,41,-14,2020/2021
Cagliari,5,4,10,19,19,38,37,-16,2020/2021
Crotone,5,1,5,19,19,38,23,-47,2020/2021
Fiorentina,6,3,13,19,19,38,40,-12,2020/2021
Genoa,5,5,12,19,19,38,42,-11,2020/2021
Inter,17,11,7,19,19,38,91,54,2020/2021
Juventus,14,9,9,19,19,38,78,39,2020/2021
Lazio,13,8,5,19,19,38,68,6,2020/2021
Milan,8,16,7,19,19,38,79,33,2020/2021
Napoli,12,12,5,19,19,38,77,45,2020/2021
Parma,2,1,11,19,19,38,20,-44,2020/2021
Roma,13,5,9,19,19,38,63,13,2020/2021
Sampdoria,9,6,7,19,19,38,52,-2,2020/2021
Sassuolo,7,10,11,19,19,38,62,8,2020/2021
Spezia,5,4,12,19,19,38,39,-20,2020/2021
Torino,3,4,16,19,19,38,37,-19,2020/2021
Udinese,5,5,10,19,19,38,40,-16,2020/2021
Verona,5,5,13,19,19,38,43,-5,2020/2021
Ascoli,8,3,11,19,19,38,44,-11,2020/2021
Brescia,9,6,11,19,19,38,56,8,2020/2021
Chievo,10,4,14,19,19,38,56,13,2020/2021
Cittadella,9,6,12,19,19,38,57,13,2020/2021
Cosenza,3,3,17,19,19,38,35,-18,2020/2021
Cremonese,7,5,12,19,19,38,48,2,2020/2021
Empoli,11,8,16,19,19,38,73,33,2020/2021
Frosinone,4,8,14,19,19,38,50,-4,2020/2021
Lecce,6,10,14,19,19,38,62,21,2020/2021
Monza,9,8,13,19,19,38,64,18,2020/2021
Pescara,4,3,11,19,19,38,32,-31,2020/2021
Pisa,7,4,15,19,19,38,48,-5,2020/2021
Pordenone,5,5,15,19,19,38,45,1,2020/2021
Reggiana,6,3,7,19,19,38,34,-26,2020/2021
Reggina,8,4,14,19,19,38,50,-3,2020/2021
Salernitana,11,8,12,19,19,38,69,12,2020/2021
Spal,8,6,14,19,19,38,56,2,2020/2021
Venezia,10,5,14,19,19,38,59,14,2020/2021
Vicenza,5,6,15,19,19,38,48,-5,2020/2021
"Virtus Entella",3,1,11,19,19,38,23,-34,2020/2021
"AZ Alkmaar",12,9,8,17,17,34,71,34,2020/2021
Ajax,14,14,4,17,17,34,88,79,2020/2021
"Den Haag",1,3,10,17,17,34,22,-47,2020/2021
"FC Emmen",4,3,9,17,17,34,30,-28,2020/2021
Feyenoord,9,7,11,17,17,34,59,28,2020/2021
"For Sittard",5,7,5,17,17,34,41,-8,2020/2021
Groningen,7,7,8,17,17,34,50,3,2020/2021
Heerenveen,6,3,12,17,17,34,39,-6,2020/2021
Heracles,8,4,8,17,17,34,44,-11,2020/2021
"PSV Eindhoven",13,8,9,17,17,34,72,39,2020/2021
"Sparta Rotterdam",6,7,8,17,17,34,47,1,2020/2021
Twente,4,6,11,17,17,34,41,-2,2020/2021
Utrecht,6,7,14,17,17,34,53,11,2020/2021
"VVV Venlo",3,3,5,17,17,34,23,-48,2020/2021
Vitesse,11,7,7,17,17,34,61,14,2020/2021
Waalwijk,5,2,9,17,17,34,30,-22,2020/2021
"Willem II",6,2,7,17,17,34,31,-28,2020/2021
Zwolle,6,3,11,17,17,34,38,-9,2020/2021
Belenenses,6,3,13,17,17,34,40,-10,2020/2021
Benfica,12,11,7,17,17,34,76,42,2020/2021
Boavista,5,3,12,17,17,34,36,-10,2020/2021
Famalicao,4,6,10,17,17,34,40,-8,2020/2021
Farense,4,3,10,17,17,34,31,-17,2020/2021
"Gil Vicente",4,7,6,17,17,34,39,-9,2020/2021
Guimaraes,7,5,7,17,17,34,43,-7,2020/2021
Maritimo,5,5,5,17,17,34,35,-20,2020/2021
Moreirense,4,6,13,17,17,34,43,-6,2020/2021
Nacional,4,2,7,17,17,34,25,-29,2020/2021
"Pacos Ferreira",10,5,8,17,17,34,53,-1,2020/2021
Portimonense,6,3,8,17,17,34,35,-7,2020/2021
Porto,13,11,8,17,17,34,80,45,2020/2021
"Rio Ave",4,3,13,17,17,34,34,-15,2020/2021
"Santa Clara",7,6,7,17,17,34,46,8,2020/2021
"Sp Braga",11,8,7,17,17,34,64,20,2020/2021
"Sp Lisbon",13,13,7,17,17,34,85,45,2020/2021
Tondela,8,2,6,17,17,34,36,-21,2020/2021
Anderlecht,9,6,13,17,17,34,58,17,2020/2021
Antwerp,9,9,6,17,17,34,60,9,2020/2021
"Beerschot VA",7,7,5,17,17,34,47,-6,2020/2021
"Cercle Brugge",6,5,3,17,17,34,36,-11,2020/2021
Charleroi,5,6,9,17,17,34,42,-3,2020/2021
"Club Brugge",12,12,4,17,17,34,76,47,2020/2021
Eupen,5,5,13,17,17,34,43,-11,2020/2021
Genk,9,7,8,17,17,34,56,19,2020/2021
Gent,8,6,7,17,17,34,49,13,2020/2021
Kortrijk,5,6,6,17,17,34,39,-13,2020/2021
Mechelen,5,8,9,17,17,34,48,0,2020/2021
Mouscron,4,3,10,17,17,34,31,-22,2020/2021
Oostende,9,6,8,17,17,34,53,8,2020/2021
"Oud-Heverlee Leuven",8,4,9,17,17,34,45,-5,2020/2021
"St Truiden",6,4,8,17,17,34,38,-11,2020/2021
Standard,7,6,11,17,17,34,50,11,2020/2021
Waasland-Beveren,3,5,7,17,17,34,31,-26,2020/2021
Waregem,6,8,4,17,17,34,46,-16,2020/2021
Angers,6,6,8,19,19,38,44,-18,2020/2021
Bordeaux,7,6,6,19,19,38,45,-14,2020/2021
Brest,8,3,8,19,19,38,41,-16,2020/2021
Dijon,1,3,9,19,19,38,21,-48,2020/2021
Lens,7,8,12,19,19,38,57,1,2020/2021
Lille,10,14,11,19,19,38,83,41,2020/2021
Lorient,10,1,9,19,19,38,42,-18,2020/2021
Lyon,11,11,10,19,19,38,76,38,2020/2021
Marseille,10,6,12,19,19,38,60,7,2020/2021
Metz,5,7,11,19,19,38,47,-4,2020/2021
Monaco,12,12,6,19,19,38,78,34,2020/2021
Montpellier,7,7,12,19,19,38,54,-2,2020/2021
Nantes,3,6,13,19,19,38,40,-8,2020/2021
Nice,7,8,7,19,19,38,52,-3,2020/2021
Nimes,3,6,8,19,19,38,35,-31,2020/2021
"Paris SG",13,13,4,19,19,38,82,58,2020/2021
Reims,4,5,15,19,19,38,42,-8,2020/2021
Rennes,9,7,10,19,19,38,58,12,2020/2021
"St Etienne",5,7,10,19,19,38,46,-12,2020/2021
Strasbourg,4,7,9,19,19,38,42,-9,2020/2021
Ajaccio,8,3,13,19,19,38,46,-9,2020/2021
Amiens,7,4,14,19,19,38,47,-6,2020/2021
Auxerre,10,6,14,19,19,38,62,21,2020/2021
Caen,6,3,14,19,19,38,41,-15,2020/2021
Chambly,7,2,11,19,19,38,38,-23,2020/2021
Chateauroux,3,1,11,19,19,38,23,-26,2020/2021
Clermont,13,8,9,19,19,38,72,36,2020/2021
Dunkerque,6,4,11,19,19,38,41,-13,2020/2021
Grenoble,12,6,11,19,19,38,65,16,2020/2021
Guingamp,4,6,17,19,19,38,47,-2,2020/2021
"Le Havre",4,7,14,19,19,38,47,-10,2020/2021
Nancy,6,5,14,19,19,38,47,0,2020/2021
Niort,6,3,14,19,19,38,41,-24,2020/2021
"Paris FC",11,6,13,19,19,38,64,16,2020/2021
"Pau FC",9,2,11,19,19,38,44,-7,2020/2021
Rodez,6,2,19,19,19,38,43,-6,2020/2021
Sochaux,6,6,15,19,19,38,51,8,2020/2021
Toulouse,13,7,10,19,19,38,70,29,2020/2021
Troyes,15,8,8,19,19,38,77,24,2020/2021
Valenciennes,7,5,11,19,19,38,47,-9,2020/2021
AEK,7,10,9,18,18,36,60,8,2020/2021
Apollon,4,5,7,17,16,33,34,-11,2020/2021
Aris,9,8,10,18,18,36,61,15,2020/2021
"Asteras Tripolis",7,5,15,18,18,36,51,-2,2020/2021
Atromitos,5,3,13,17,16,33,37,-10,2020/2021
Giannina,4,5,8,17,16,33,35,-9,2020/2021
Lamia,3,5,11,16,17,33,35,-21,2020/2021
Larisa,2,4,9,16,17,33,27,-22,2020/2021
"OFI Crete",3,5,8,16,17,33,32,-17,2020/2021
Olympiakos,17,11,6,18,18,36,90,63,2020/2021
PAOK,11,7,10,18,18,36,64,26,2020/2021
Panathinaikos,8,6,11,18,18,36,53,7,2020/2021
Panetolikos,5,1,10,16,17,33,28,-24,2020/2021
"Volos NFC",6,4,13,17,16,33,43,-3,2020/2021
Aberdeen,9,6,11,19,19,38,56,-2,2020/2021
Celtic,13,9,11,19,19,38,77,49,2020/2021
"Dundee United",6,4,14,19,19,38,44,-18,2020/2021
Hamilton,2,5,9,19,19,38,30,-33,2020/2021
Hibernian,7,11,9,19,19,38,63,13,2020/2021
Kilmarnock,6,4,6,19,19,38,36,-11,2020/2021
Livingston,6,6,9,19,19,38,45,-12,2020/2021
Motherwell,6,6,9,19,19,38,45,-16,2020/2021
Rangers,19,13,6,19,19,38,102,79,2020/2021
"Ross County",5,6,6,19,19,38,39,-31,2020/2021
"St Johnstone",5,6,12,19,19,38,45,-10,2020/2021
"St Mirren",4,7,12,19,19,38,45,-8,2020/2021
Alloa,3,2,7,14,13,27,22,-30,2020/2021
Arbroath,5,2,9,14,13,27,30,-6,2020/2021
Ayr,3,3,11,13,14,27,29,-6,2020/2021
Dundee,8,4,9,13,14,27,45,9,2020/2021
Dunfermline,9,1,9,14,13,27,39,4,2020/2021
Hearts,11,6,6,14,13,27,57,39,2020/2021
"Inverness C",3,5,12,13,14,27,36,5,2020/2021
Morton,4,2,11,14,13,27,29,-11,2020/2021
"Queen of Sth",4,5,5,13,14,27,32,-13,2020/2021
"Raith Rvs",6,6,7,13,14,27,43,9,2020/2021
"Airdrie Utd",7,5,2,11,11,22,38,11,2020/2021
Clyde,5,3,2,11,11,22,26,-11,2020/2021
"Cove Rangers",7,3,6,11,11,22,36,10,2020/2021
Dumbarton,5,2,4,11,11,22,25,-10,2020/2021
"East Fife",7,3,3,11,11,22,33,-3,2020/2021
Falkirk,5,4,5,11,11,22,32,3,2020/2021
Forfar,1,3,5,11,11,22,17,-19,2020/2021
Montrose,5,4,6,11,11,22,33,0,2020/2021
Partick,6,5,7,11,11,22,40,22,2020/2021
Peterhead,5,4,2,11,11,22,29,-3,2020/2021
"Albion Rvs",2,5,4,11,11,22,25,-13,2020/2021
"Annan Athletic",2,3,7,11,11,22,22,-2,2020/2021
Brechin,0,2,4,11,11,22,10,-33,2020/2021
Cowdenbeath,3,2,6,11,11,22,21,-17,2020/2021
"Edinburgh City",5,7,2,11,11,22,38,13,2020/2021
Elgin,7,5,2,11,11,22,38,11,2020/2021
"Queens Park",8,9,3,11,11,22,54,30,2020/2021
Stenhousemuir,5,2,5,11,11,22,26,-10,2020/2021
Stirling,4,6,6,11,11,22,36,10,2020/2021
Stranraer,6,5,5,11,11,22,38,11,2020/2021
Alanyaspor,12,5,9,20,20,40,60,13,2020/2021
Ankaragucu,8,2,8,20,20,40,38,-19,2020/2021
Antalyaspor,6,3,17,20,20,40,44,-14,2020/2021
Besiktas,14,12,6,20,20,40,84,45,2020/2021
Buyuksehyr,5,7,12,20,20,40,48,-12,2020/2021
Denizlispor,4,2,10,20,20,40,28,-39,2020/2021
"Erzurum BB",2,8,10,20,20,40,40,-24,2020/2021
Fenerbahce,11,14,7,20,20,40,82,31,2020/2021
Galatasaray,12,14,6,20,20,40,84,44,2020/2021
Gaziantep,10,5,13,20,20,40,58,8,2020/2021
Genclerbirligi,6,4,8,20,20,40,38,-32,2020/2021
Goztep,8,5,12,20,20,40,51,0,2020/2021
Hatayspor,10,7,10,20,20,40,61,9,2020/2021
Karagumruk,12,4,12,20,20,40,60,12,2020/2021
Kasimpasa,9,3,10,20,20,40,46,-10,2020/2021
Kayserispor,5,4,14,20,20,40,41,-17,2020/2021
Konyaspor,7,5,14,20,20,40,50,1,2020/2021
Rizespor,7,5,12,20,20,40,48,-16,2020/2021
Sivasspor,7,9,17,20,20,40,65,11,2020/2021
Trabzonspor,11,8,14,20,20,40,71,13,2020/2021
"Yeni Malatyaspor",7,3,15,20,20,40,45,-4,2020/2021
